,Key,Level,MSE,Model,R2
0,5_0,5,1.153082755031956,PPFD_Avg+AirTC_Avg+Sedge+VWC+Grass,0.8699129759662503
1,5_0,5,1.1814365082872151,PPFD_Avg+AirTC_Avg+Sedge+VWC+Grass,0.8928072017750448
2,5_0,5,1.3104387811766616,PPFD_Avg+AirTC_Avg+Sedge+VWC+Grass,0.8951943295373883
3,1_0,1,1.2213818406290615,PPFD_Avg,0.8622076965743062
4,1_0,1,1.5002506793018198,PPFD_Avg,0.8638809049617109
5,1_0,1,1.7441010557513328,PPFD_Avg,0.8605110874859518
6,1_1,1,11.087157811548655,AirTC_Avg,-0.2508168719052042
7,1_1,1,9.018976159749617,AirTC_Avg,0.18170017186171672
8,1_1,1,10.584114257062252,AirTC_Avg,0.15350857522068884
9,1_2,1,10.211797470027333,Sedge,-0.15206158197588793
10,1_2,1,10.855382843439045,Sedge,0.015081339852655029
11,1_2,1,12.53977204565216,Sedge,-0.0029001244245963065
12,1_3,1,10.033576687013063,VWC,-0.13195529629767688
13,1_3,1,11.09424300762888,VWC,-0.006590657926641708
14,1_3,1,12.689070237817985,VWC,-0.014840626608715768
15,1_4,1,9.633014973485938,Grass,-0.08676523424253935
16,1_4,1,10.995319682384592,Grass,0.00238474444857828
17,1_4,1,12.693997848189163,Grass,-0.01523472476587373
18,2_0,2,1.3342274058031722,PPFD_Avg+AirTC_Avg,0.8494768290933337
19,2_0,2,1.4958346872508452,PPFD_Avg+AirTC_Avg,0.8642815718968891
20,2_0,2,1.752274240943407,PPFD_Avg+AirTC_Avg,0.859857416237684
21,2_1,2,1.4055176167724854,PPFD_Avg+Sedge,0.841434100722568
22,2_1,2,1.5788812265747891,PPFD_Avg+Sedge,0.8567466846045216
23,2_1,2,1.7470435252976637,PPFD_Avg+Sedge,0.8602757560091604
24,2_2,2,1.4060171213250205,PPFD_Avg+VWC,0.8413777482531142
25,2_2,2,1.419268291887634,PPFD_Avg+VWC,0.8712285098926342
26,2_2,2,1.8400831088734229,PPFD_Avg+VWC,0.8528346789620785
27,2_3,2,1.321083450097588,PPFD_Avg+Grass,0.8509596871746892
28,2_3,2,1.4354564555820877,PPFD_Avg+Grass,0.8697597432239558
29,2_3,2,1.744957651200661,PPFD_Avg+Grass,0.8604425790888626
30,3_0,3,1.1546709871544354,PPFD_Avg+AirTC_Avg+Grass,0.8697337968142019
31,3_0,3,1.4787944236078576,PPFD_Avg+AirTC_Avg+Grass,0.865827650361174
32,3_0,3,1.7342669548375196,PPFD_Avg+AirTC_Avg+Grass,0.8612975946883286
33,3_1,3,1.2657424731640246,PPFD_Avg+Sedge+Grass,0.8572030751405496
34,3_1,3,1.5051468065913387,PPFD_Avg+Sedge+Grass,0.8634366749240003
35,3_1,3,1.6605325284358716,PPFD_Avg+Sedge+Grass,0.8671946927490726
36,3_2,3,1.2955239905278155,PPFD_Avg+VWC+Grass,0.853843221783834
37,3_2,3,1.360790896174857,PPFD_Avg+VWC+Grass,0.8765342166618013
38,3_2,3,1.7384772636967951,PPFD_Avg+VWC+Grass,0.8609608645417628
39,4_0,4,1.252913701690494,PPFD_Avg+AirTC_Avg+Sedge+Grass,0.8586503751679916
40,4_0,4,1.4129245642398136,PPFD_Avg+AirTC_Avg+Sedge+Grass,0.8718040820143496
41,4_0,4,1.594039225550383,PPFD_Avg+AirTC_Avg+Sedge+Grass,0.8725126635618181
42,4_1,4,1.1433984378391118,PPFD_Avg+AirTC_Avg+VWC+Grass,0.8710055289490422
43,4_1,4,1.4236238441519167,PPFD_Avg+AirTC_Avg+VWC+Grass,0.8708333267137257
44,4_1,4,1.5160897600218324,PPFD_Avg+AirTC_Avg+VWC+Grass,0.8787468700842979
45,0_21,0,1.1531732827054766,PPFD_Avg+AirTC_Avg+Sedge+VWC+Grass,0.8699027629302911
46,0_21,0,1.1816957499096863,PPFD_Avg+AirTC_Avg+Sedge+VWC+Grass,0.8927836805492031
47,0_21,0,1.3105409915265276,PPFD_Avg+AirTC_Avg+Sedge+VWC+Grass,0.8951861550050104
48,0_21,0,1.1531732827054766,PPFD_Avg+AirTC_Avg+Sedge+VWC+Grass,0.8699027629302911
49,0_21,0,1.1816957499096863,PPFD_Avg+AirTC_Avg+Sedge+VWC+Grass,0.8927836805492031
50,0_21,0,1.3105409915265276,PPFD_Avg+AirTC_Avg+Sedge+VWC+Grass,0.8951861550050104
